GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36005041800,"Census Tract 418, Bronx County, New York",4276,505,1495,515,,,34.9625818521983,
36005042000,"Census Tract 420, Bronx County, New York",3516,444,852,238,,,24.2320819112628,
36005042100,"Census Tract 421, Bronx County, New York",5654,572,1696,528,21387,6096,29.9964626812876,21387
36005042500,"Census Tract 425, Bronx County, New York",6134,655,2154,673,17748,2474,35.1157482882295,17748
36005043000,"Census Tract 430, Bronx County, New York",3321,343,241,148,,,7.25685034628124,
36005043100,"Census Tract 431, Bronx County, New York",10325,943,2974,717,16470,1732,28.8038740920097,16470
36005043500,"Census Tract 435, Bronx County, New York",52,41,0,11,,,0,
36005045101,"Census Tract 451.01, Bronx County, New York",1531,204,47,35,43182,12088,3.0698889614631,43182
36005045800,"Census Tract 458, Bronx County, New York",5243,647,2872,676,,,54.7777989700553,
36005046202,"Census Tract 462.02, Bronx County, New York",9409,853,1697,634,21360,5570,18.0359230523966,21360
36005050400,"Census Tract 504, Bronx County, New York",63,47,0,11,,,0,
36007000700,"Census Tract 7, Broome County, New York",3653,441,714,343,24718,3674,19.545578976184,24718
36003951000,"Census Tract 9510, Allegany County, New York",3273,256,691,210,20052,2612,21.1121295447602,20052
36003951200,"Census Tract 9512, Allegany County, New York",4611,218,657,127,,,14.2485361093038,
36005002702,"Census Tract 27.02, Bronx County, New York",4778,594,2442,456,12955,2295,51.1092507325241,12955
36005003300,"Census Tract 33, Bronx County, New York",3912,420,2184,470,12581,1420,55.8282208588957,12581
36005003800,"Census Tract 38, Bronx County, New York",1193,262,373,188,21932,5265,31.2657166806371,21932
36005004001,"Census Tract 40.01, Bronx County, New York",1419,181,236,111,,,16.631430584919,
36005004200,"Census Tract 42, Bronx County, New York",7120,806,2883,817,15505,2697,40.4915730337079,15505
36005005001,"Census Tract 50.01, Bronx County, New York",4885,503,1649,408,18165,2885,33.7563971340839,18165
36005005200,"Census Tract 52, Bronx County, New York",2277,221,1123,255,13765,2985,49.3192797540624,13765
36005005400,"Census Tract 54, Bronx County, New York",6219,685,2571,545,,,41.3410516160154,
36005006000,"Census Tract 60, Bronx County, New York",1256,176,441,183,,,35.1114649681529,
36005006300,"Census Tract 63, Bronx County, New York",4431,416,1226,356,21203,1323,27.6686978108779,21203
36005007100,"Census Tract 71, Bronx County, New York",2547,267,711,197,22021,5714,27.9151943462898,22021
36005007300,"Census Tract 73, Bronx County, New York",3761,439,1901,506,,,50.5450678011167,
36005007600,"Census Tract 76, Bronx County, New York",5587,607,1920,484,,,34.3654913191337,
36005007800,"Census Tract 78, Bronx County, New York",6518,957,2022,597,16849,3456,31.0217858238724,16849
36005008400,"Census Tract 84, Bronx County, New York",2289,276,312,160,29278,5280,13.6304062909568,29278
36005008700,"Census Tract 87, Bronx County, New York",6002,562,1781,461,21212,2099,29.673442185938,21212
36005009000,"Census Tract 90, Bronx County, New York",3476,310,1274,376,16633,5204,36.6513233601841,16633
36005009300,"Census Tract 93, Bronx County, New York",6517,648,2335,541,13935,2764,35.8293693417217,13935
36005011700,"Census Tract 117, Bronx County, New York",1603,170,536,183,,,33.4373050530256,
36005011800,"Census Tract 118, Bronx County, New York",5364,425,456,162,23354,3366,8.50111856823266,23354
36005012300,"Census Tract 123, Bronx County, New York",4379,453,1966,453,,,44.8960949988582,
36005013100,"Census Tract 131, Bronx County, New York",4685,404,1663,377,16328,2003,35.4962646744931,16328
36005013200,"Census Tract 132, Bronx County, New York",7426,771,515,423,,,6.93509291677889,
36005014300,"Census Tract 143, Bronx County, New York",968,197,500,148,,,51.6528925619835,
36005014500,"Census Tract 145, Bronx County, New York",7360,728,3512,704,10782,2386,47.7173913043478,10782
36005015200,"Census Tract 152, Bronx County, New York",2803,279,392,137,,,13.9850160542276,
36005017902,"Census Tract 179.02, Bronx County, New York",3600,345,1469,506,,,40.8055555555556,
36005018400,"Census Tract 184, Bronx County, New York",3676,398,533,229,36537,7115,14.4994559303591,36537
36005018900,"Census Tract 189, Bronx County, New York",8304,784,3597,744,,,43.3164739884393,
36005019400,"Census Tract 194, Bronx County, New York",2231,311,526,212,,,23.5768713581354,
36005020200,"Census Tract 202, Bronx County, New York",2232,212,574,188,,,25.7168458781362,
36005020601,"Census Tract 206.01, Bronx County, New York",2724,499,439,246,,,16.1160058737151,
36005020900,"Census Tract 209, Bronx County, New York",4351,421,1556,468,,,35.7618938175132,
36005021002,"Census Tract 210.02, Bronx County, New York",6416,619,1188,605,,,18.5162094763092,
36005021501,"Census Tract 215.01, Bronx County, New York",4726,372,1740,429,,,36.8176047397376,
36005021602,"Census Tract 216.02, Bronx County, New York",6243,596,1265,463,21660,5118,20.2626942175236,21660
36005021800,"Census Tract 218, Bronx County, New York",6882,792,1507,570,,,21.8977041557687,
36005022200,"Census Tract 222, Bronx County, New York",3414,406,979,367,,,28.6760398359695,
36005022401,"Census Tract 224.01, Bronx County, New York",2652,310,567,186,25502,4682,21.3800904977376,25502
36005022500,"Census Tract 225, Bronx County, New York",8066,765,2714,692,,,33.6474088767667,
36005022703,"Census Tract 227.03, Bronx County, New York",1871,182,507,243,,,27.0978086584714,
36005023000,"Census Tract 230, Bronx County, New York",3334,300,785,291,21103,2482,23.5452909418116,21103
36005023502,"Census Tract 235.02, Bronx County, New York",4706,419,1902,382,15810,1276,40.4164895877603,15810
36005023800,"Census Tract 238, Bronx County, New York",2567,281,734,243,,,28.5936891312817,
36005024000,"Census Tract 240, Bronx County, New York",3963,458,1107,430,18763,2124,27.9333838001514,18763
36005024700,"Census Tract 247, Bronx County, New York",1964,240,576,228,26178,3259,29.3279022403259,26178
36005024800,"Census Tract 248, Bronx County, New York",3069,386,263,210,35660,6351,8.56956663408276,35660
36005025200,"Census Tract 252, Bronx County, New York",2692,328,628,253,,,23.3283803863299,
36005030000,"Census Tract 300, Bronx County, New York",5801,573,644,206,,,11.1015342182382,
36005030200,"Census Tract 302, Bronx County, New York",9607,997,762,399,,,7.93171645675029,
36005030900,"Census Tract 309, Bronx County, New York",3896,456,98,72,,,2.51540041067762,
36005025500,"Census Tract 255, Bronx County, New York",5874,720,2922,749,,,49.7446373850868,
36005026400,"Census Tract 264, Bronx County, New York",5842,723,831,601,,,14.2245806230743,
36005026601,"Census Tract 266.01, Bronx County, New York",3035,295,456,201,30275,3249,15.0247116968699,30275
36005027300,"Census Tract 273, Bronx County, New York",8113,613,1917,623,22146,6002,23.6287439911254,22146
36005027600,"Census Tract 276, Bronx County, New York",63,35,8,11,,,12.6984126984127,
36005027900,"Census Tract 279, Bronx County, New York",6809,593,733,308,27041,4772,10.7651637538552,27041
36005028400,"Census Tract 284, Bronx County, New York",740,200,50,71,,,6.75675675675676,
36005028900,"Census Tract 289, Bronx County, New York",4326,431,552,441,,,12.7600554785021,
36005029500,"Census Tract 295, Bronx County, New York",4725,505,277,158,,,5.86243386243386,
36005029700,"Census Tract 297, Bronx County, New York",3749,302,111,65,56414,10507,2.96078954387837,56414
36003950900,"Census Tract 9509, Allegany County, New York",3702,308,495,156,,,13.3711507293355,
36047038200,"Census Tract 382, Kings County, New York",5786,768,2478,642,,,42.8275146906326,
36047038600,"Census Tract 386, Kings County, New York",3622,448,723,434,,,19.9613473219216,
36047038800,"Census Tract 388, Kings County, New York",4049,409,696,332,,,17.1894294887627,
36047038900,"Census Tract 389, Kings County, New York",3249,441,906,260,21435,3711,27.8855032317636,21435
36047039400,"Census Tract 394, Kings County, New York",2480,243,220,128,27134,6576,8.87096774193548,27134
36047039600,"Census Tract 396, Kings County, New York",2090,306,274,172,40016,8955,13.11004784689,40016
36047039900,"Census Tract 399, Kings County, New York",3384,534,1085,409,18806,3301,32.0626477541371,18806
36047040200,"Census Tract 402, Kings County, New York",2683,287,562,192,19966,2677,20.9467014535967,19966
36047040600,"Census Tract 406, Kings County, New York",3335,367,362,168,,,10.8545727136432,
36047040700,"Census Tract 407, Kings County, New York",0,11,0,11,,,,
36047041200,"Census Tract 412, Kings County, New York",2835,393,426,217,20661,4245,15.026455026455,20661
36047041401,"Census Tract 414.01, Kings County, New York",1480,157,173,105,23062,3370,11.6891891891892,23062
36047041600,"Census Tract 416, Kings County, New York",2644,301,652,228,,,24.6596066565809,
36047042300,"Census Tract 423, Kings County, New York",4986,532,1161,452,20656,1780,23.2851985559567,20656
36047042500,"Census Tract 425, Kings County, New York",2906,325,851,330,29320,4145,29.2842395044735,29320
36047042800,"Census Tract 428, Kings County, New York",3760,318,656,213,24438,5934,17.4468085106383,24438
36047043100,"Census Tract 431, Kings County, New York",5655,500,2052,440,22252,2875,36.2864721485411,22252
36047043600,"Census Tract 436, Kings County, New York",4823,445,850,384,21340,3206,17.6238855484139,21340
36047043800,"Census Tract 438, Kings County, New York",2632,228,678,228,,,25.7598784194529,
36047044300,"Census Tract 443, Kings County, New York",5378,451,1150,282,,,21.3834139085162,
36047044500,"Census Tract 445, Kings County, New York",4963,495,1423,402,,,28.6721740882531,
36047044800,"Census Tract 448, Kings County, New York",1924,256,399,239,27538,4308,20.7380457380457,27538
36047045000,"Census Tract 450, Kings County, New York",498,170,232,148,,,46.5863453815261,
36047045800,"Census Tract 458, Kings County, New York",1651,190,116,93,30706,6141,7.02604482132041,30706
36047046000,"Census Tract 460, Kings County, New York",4028,545,1128,454,,,28.0039721946375,
36047047400,"Census Tract 474, Kings County, New York",2929,368,625,266,26944,3608,21.3383407306248,26944
36047050400,"Census Tract 504, Kings County, New York",4824,402,561,244,44246,6814,11.6293532338308,44246
36047050803,"Census Tract 508.03, Kings County, New York",2111,270,317,146,,,15.0165798199905,
36047050900,"Census Tract 509, Kings County, New York",4104,331,2339,385,,,56.9931773879142,
36047051300,"Census Tract 513, Kings County, New York",4458,495,650,296,,,14.5805293853746,
36047051400,"Census Tract 514, Kings County, New York",7261,538,1178,382,33926,4452,16.2236606528026,33926
36081036500,"Census Tract 365, Queens County, New York",3822,629,860,291,,,22.5013082155939,
36081036600,"Census Tract 366, Queens County, New York",3041,299,329,126,26866,4904,10.8188096021046,26866
36081037100,"Census Tract 371, Queens County, New York",1789,253,500,153,22240,2307,27.9485746226943,22240
36081037500,"Census Tract 375, Queens County, New York",3946,472,842,292,19464,2423,21.3380638621389,19464
36081043701,"Census Tract 437.01, Queens County, New York",3780,465,836,400,17006,2364,22.1164021164021,17006
36081043900,"Census Tract 439, Queens County, New York",4537,558,1554,500,21136,1614,34.2517081772096,21136
36081044302,"Census Tract 443.02, Queens County, New York",4748,627,809,330,,,17.0387531592249,
36081044602,"Census Tract 446.02, Queens County, New York",5082,514,1912,522,,,37.6229830775285,
36081045400,"Census Tract 454, Queens County, New York",4298,402,617,275,,,14.3555141926477,
36081045700,"Census Tract 457, Queens County, New York",2992,561,447,238,25600,2558,14.9398395721925,25600
36081045900,"Census Tract 459, Queens County, New York",3923,480,723,256,,,18.4297731328065,
36081046200,"Census Tract 462, Queens County, New York",8760,1182,1283,631,,,14.6461187214612,
36081046400,"Census Tract 464, Queens County, New York",1734,302,143,87,,,8.24682814302192,
36081046700,"Census Tract 467, Queens County, New York",6815,1054,2234,1067,,,32.7806309611152,
36081047000,"Census Tract 470, Queens County, New York",3322,354,361,148,,,10.8669476219145,
36081047200,"Census Tract 472, Queens County, New York",4027,495,473,396,30650,4445,11.7457164142041,30650
36081048100,"Census Tract 481, Queens County, New York",6527,800,1056,335,,,16.1789489811552,
36081048200,"Census Tract 482, Queens County, New York",1556,168,115,80,,,7.39074550128535,
36081048900,"Census Tract 489, Queens County, New York",1651,247,132,81,23421,8051,7.99515445184737,23421
36081049200,"Census Tract 492, Queens County, New York",4387,481,299,242,,,6.81559152040119,
36081049700,"Census Tract 497, Queens County, New York",2675,417,302,158,,,11.2897196261682,
36081050000,"Census Tract 500, Queens County, New York",4444,529,972,381,16803,2909,21.8721872187219,16803
36081050400,"Census Tract 504, Queens County, New York",2018,204,173,118,22664,5086,8.57284440039643,22664
36081051000,"Census Tract 510, Queens County, New York",2096,256,94,72,24896,7194,4.48473282442748,24896
36081051200,"Census Tract 512, Queens County, New York",2925,348,338,189,21993,6528,11.5555555555556,21993
36081051600,"Census Tract 516, Queens County, New York",1866,242,174,104,,,9.32475884244373,
36081052100,"Census Tract 521, Queens County, New York",1744,231,278,143,,,15.9403669724771,
36081052500,"Census Tract 525, Queens County, New York",1840,203,352,148,,,19.1304347826087,
36081053000,"Census Tract 530, Queens County, New York",2311,195,181,104,28750,4923,7.83210731285158,28750
36081053601,"Census Tract 536.01, Queens County, New York",1759,245,105,71,32786,10009,5.96930073905628,32786
36081054800,"Census Tract 548, Queens County, New York",2316,226,121,66,,,5.22452504317789,
36081054900,"Census Tract 549, Queens County, New York",5503,500,1511,483,22384,2629,27.4577503180084,22384
36103123002,"Census Tract 1230.02, Suffolk County, New York",4491,332,251,131,40666,6924,5.58895568915609,40666
36093033400,"Census Tract 334, Schenectady County, New York",3058,344,234,121,10224,3346,7.65206017004578,10224
36093033500,"Census Tract 335, Schenectady County, New York",1961,237,338,101,,,17.2361040285569,
36095740200,"Census Tract 7402, Schoharie County, New York",5273,239,850,217,,,16.119855869524,
36095740500,"Census Tract 7405, Schoharie County, New York",3643,292,489,135,,,13.4230030194894,
36095740700,"Census Tract 7407, Schoharie County, New York",5437,219,740,238,26481,3777,13.6104469376494,26481
36101960600,"Census Tract 9606, Steuben County, New York",4110,23,612,177,,,14.8905109489051,
36059414502,"Census Tract 4145.02, Nassau County, New York",4325,366,185,138,,,4.27745664739884,
36059414700,"Census Tract 4147, Nassau County, New York",4584,280,125,110,,,2.72687609075044,
36059414900,"Census Tract 4149, Nassau County, New York",7368,459,523,498,39544,8766,7.09826275787188,39544
36059415202,"Census Tract 4152.02, Nassau County, New York",3875,261,84,79,,,2.16774193548387,
