GEOID,NAME,TotalE,TotalM,PovertyE,PovertyM,median_incomeE,median_incomeM,pct_pov,median_income
36103158114,"Census Tract 1581.14, Suffolk County, New York",3563,289,162,90,38412,8459,4.54673028346899,38412
36103158205,"Census Tract 1582.05, Suffolk County, New York",1989,212,60,59,,,3.01659125188537,
36103158207,"Census Tract 1582.07, Suffolk County, New York",4821,261,143,75,,,2.96618958722257,
36103158323,"Census Tract 1583.23, Suffolk County, New York",6573,548,371,353,,,5.64430244941427,
36103158402,"Census Tract 1584.02, Suffolk County, New York",4384,276,174,78,50893,7558,3.96897810218978,50893
36103158409,"Census Tract 1584.09, Suffolk County, New York",3864,478,248,151,,,6.41821946169772,
36119014805,"Census Tract 148.05, Westchester County, New York",4107,289,102,88,,,2.48356464572681,
36119982000,"Census Tract 9820, Westchester County, New York",1775,1587,0,11,8870,598,0,8870
36119984000,"Census Tract 9840, Westchester County, New York",287,120,41,40,,,14.2857142857143,
36121970100,"Census Tract 9701, Wyoming County, New York",2464,118,219,90,32059,1553,8.88798701298701,32059
36121970400,"Census Tract 9704, Wyoming County, New York",3995,165,298,119,,,7.45932415519399,
36121970500,"Census Tract 9705, Wyoming County, New York",4989,30,998,300,26316,4114,20.0040088194027,26316
36121970600,"Census Tract 9706, Wyoming County, New York",4497,19,573,302,30459,4268,12.7418278852568,30459
36121970700,"Census Tract 9707, Wyoming County, New York",2862,18,315,128,27846,2816,11.0062893081761,27846
36067011011,"Census Tract 110.11, Onondaga County, New York",3382,261,185,96,32072,3658,5.47013601419279,32072
36067011102,"Census Tract 111.02, Onondaga County, New York",3814,298,953,341,24889,3893,24.9868904037756,24889
36067011300,"Census Tract 113, Onondaga County, New York",3018,221,163,66,,,5.40092776673294,
36067011700,"Census Tract 117, Onondaga County, New York",3181,103,343,98,26309,3708,10.7827727129833,26309
36067011900,"Census Tract 119, Onondaga County, New York",3901,237,143,115,37819,5268,3.66572673673417,37819
36067012900,"Census Tract 129, Onondaga County, New York",2724,219,486,231,25117,6521,17.84140969163,25117
36067013200,"Census Tract 132, Onondaga County, New York",2840,155,117,91,31514,4103,4.11971830985916,31514
36067013400,"Census Tract 134, Onondaga County, New York",5567,301,529,247,34137,5032,9.50242500449075,34137
36081089200,"Census Tract 892, Queens County, New York",8047,744,231,156,37634,5642,2.87063501926184,37634
36081091900,"Census Tract 919, Queens County, New York",6317,642,1036,414,20618,3752,16.4001899635903,20618
36081093900,"Census Tract 939, Queens County, New York",4978,678,504,282,34005,6233,10.1245480112495,34005
36081094202,"Census Tract 942.02, Queens County, New York",4686,438,1404,364,,,29.9615877080666,
36081098100,"Census Tract 981, Queens County, New York",2436,223,243,123,40015,7094,9.97536945812808,40015
36081099200,"Census Tract 992, Queens County, New York",4291,534,917,287,23564,3112,21.3703099510604,23564
36081099801,"Census Tract 998.01, Queens County, New York",7455,993,1063,517,30250,4937,14.2588866532529,30250
36081101700,"Census Tract 1017, Queens County, New York",6078,433,351,186,37995,7948,5.77492596248766,37995
36081103900,"Census Tract 1039, Queens County, New York",6734,817,281,196,30385,4750,4.17285417285417,30385
36081107201,"Census Tract 1072.01, Queens County, New York",2112,242,233,138,,,11.032196969697,
36081113900,"Census Tract 1139, Queens County, New York",3399,329,335,165,,,9.85583995292733,
36081115700,"Census Tract 1157, Queens County, New York",3515,356,542,291,,,15.4196301564723,
36081116100,"Census Tract 1161, Queens County, New York",4657,467,816,354,,,17.5220098776036,
36103158505,"Census Tract 1585.05, Suffolk County, New York",4638,240,457,283,,,9.85338507977577,
36103158609,"Census Tract 1586.09, Suffolk County, New York",4467,358,140,104,41682,4589,3.1340944705619,41682
36103158709,"Census Tract 1587.09, Suffolk County, New York",2122,164,159,99,48750,6572,7.49293119698398,48750
36103158803,"Census Tract 1588.03, Suffolk County, New York",6746,380,130,72,36638,3636,1.9270678920842,36638
36103158900,"Census Tract 1589, Suffolk County, New York",7379,430,1157,493,,,15.6796313863667,
36103159106,"Census Tract 1591.06, Suffolk County, New York",6606,482,277,120,35579,7573,4.19315773539207,35579
36103159204,"Census Tract 1592.04, Suffolk County, New York",4043,385,359,153,43197,5955,8.87954489240663,43197
36103159412,"Census Tract 1594.12, Suffolk County, New York",7811,533,277,181,,,3.5462808859301,
36103159506,"Census Tract 1595.06, Suffolk County, New York",8488,935,1215,516,,,14.3143261074458,
36103169701,"Census Tract 1697.01, Suffolk County, New York",7762,627,292,216,48671,5655,3.76191703169286,48671
36121971100,"Census Tract 9711, Wyoming County, New York",2685,179,359,107,,,13.3705772811918,
36123150100,"Census Tract 1501, Yates County, New York",6110,300,835,267,23590,2392,13.6661211129296,23590
36123150300,"Census Tract 1503, Yates County, New York",5481,276,795,253,,,14.5046524356869,
36123150400,"Census Tract 1504, Yates County, New York",3781,256,307,234,,,8.11954509389051,
36067013701,"Census Tract 137.01, Onondaga County, New York",4992,352,669,348,25539,3176,13.4014423076923,25539
36067014800,"Census Tract 148, Onondaga County, New York",2954,198,166,120,46667,15352,5.6194989844279,46667
36067015000,"Census Tract 150, Onondaga County, New York",4323,296,133,75,,,3.0765671987046,
36067015400,"Census Tract 154, Onondaga County, New York",5773,409,275,204,,,4.76355447774121,
36067016100,"Census Tract 161, Onondaga County, New York",2587,209,89,54,36958,7035,3.44027831465017,36958
36067016400,"Census Tract 164, Onondaga County, New York",3842,295,123,73,34073,2964,3.20145757418011,34073
36067016801,"Census Tract 168.01, Onondaga County, New York",1663,124,119,78,38636,4946,7.15574263379435,38636
36069050101,"Census Tract 501.01, Ontario County, New York",3349,234,90,56,48250,4810,2.68736936398925,48250
36081121500,"Census Tract 1215, Queens County, New York",4434,510,716,278,22544,4488,16.147947677041,22544
36081122701,"Census Tract 1227.01, Queens County, New York",11789,1343,1604,1015,,,13.6059038086352,
36081129103,"Census Tract 1291.03, Queens County, New York",3877,342,270,175,,,6.96414753675522,
36081133300,"Census Tract 1333, Queens County, New York",3626,298,258,116,,,7.11527854384997,
36081134100,"Census Tract 1341, Queens County, New York",3555,352,302,195,,,8.49507735583685,
36081138502,"Census Tract 1385.02, Queens County, New York",39,17,23,24,,,58.974358974359,
36081140902,"Census Tract 1409.02, Queens County, New York",3130,269,159,117,,,5.07987220447284,
36081141700,"Census Tract 1417, Queens County, New York",4821,464,202,109,,,4.19000207425845,
36081142900,"Census Tract 1429, Queens County, New York",3354,367,301,184,,,8.97435897435897,
36081145101,"Census Tract 1451.01, Queens County, New York",1658,181,129,112,,,7.78045838359469,
36081145900,"Census Tract 1459, Queens County, New York",2913,352,171,138,36298,5489,5.870236869207,36298
36081147100,"Census Tract 1471, Queens County, New York",3059,236,176,145,36653,8841,5.75351422033344,36653
36081148300,"Census Tract 1483, Queens County, New York",2920,331,83,74,46328,9576,2.84246575342466,46328
36081150701,"Census Tract 1507.01, Queens County, New York",2913,335,135,97,,,4.63439752832132,
36103159510,"Census Tract 1595.10, Suffolk County, New York",167,31,9,5,27045,6949,5.38922155688623,27045
36103170202,"Census Tract 1702.02, Suffolk County, New York",3962,357,316,140,,,7.97576981322564,
36069050500,"Census Tract 505, Ontario County, New York",6139,30,583,163,,,9.49666069392409,
36069051000,"Census Tract 510, Ontario County, New York",2814,249,496,186,24352,3846,17.6261549395878,24352
36069051500,"Census Tract 515, Ontario County, New York",3228,26,302,172,,,9.35563816604709,
36071000100,"Census Tract 1, Orange County, New York",3512,450,555,246,19891,4372,15.8029612756264,19891
36071000300,"Census Tract 3, Orange County, New York",7189,624,2186,621,,,30.4075671164279,
36071001100,"Census Tract 11, Orange County, New York",4670,510,787,297,,,16.8522483940043,
36071001500,"Census Tract 15, Orange County, New York",4988,441,1182,433,21379,1847,23.6968724939856,21379
36071010101,"Census Tract 101.01, Orange County, New York",4891,384,65,48,41084,2811,1.3289715804539,41084
36081157102,"Census Tract 1571.02, Queens County, New York",2065,214,314,151,27708,7123,15.2058111380145,27708
36081162100,"Census Tract 1621, Queens County, New York",7167,731,852,465,,,11.8878191712013,
36083040700,"Census Tract 407, Rensselaer County, New York",4633,536,1563,474,,,33.7362400172674,
36083040900,"Census Tract 409, Rensselaer County, New York",2813,365,732,339,23852,2951,26.0220405261287,23852
36083041400,"Census Tract 414, Rensselaer County, New York",4056,343,690,292,30350,2927,17.0118343195266,30350
36083051800,"Census Tract 518, Rensselaer County, New York",5728,18,494,296,36272,9495,8.62430167597765,36272
36083052002,"Census Tract 520.02, Rensselaer County, New York",1739,155,91,48,,,5.23289246693502,
36083052004,"Census Tract 520.04, Rensselaer County, New York",5990,308,93,82,45433,4125,1.55258764607679,45433
36083052403,"Census Tract 524.03, Rensselaer County, New York",6602,352,535,226,,,8.10360496819146,
36103190401,"Census Tract 1904.01, Suffolk County, New York",10396,1010,820,644,23000,3370,7.88764909580608,23000
36103190502,"Census Tract 1905.02, Suffolk County, New York",2558,267,277,108,40158,4065,10.8287724784988,40158
36103190504,"Census Tract 1905.04, Suffolk County, New York",1694,275,45,29,44632,3084,2.65643447461629,44632
36103190708,"Census Tract 1907.08, Suffolk County, New York",1943,269,128,91,46296,8843,6.58775090066907,46296
36103200901,"Census Tract 2009.01, Suffolk County, New York",1148,170,54,36,,,4.70383275261324,
36105950400,"Census Tract 9504, Sullivan County, New York",2998,15,268,140,35314,3490,8.93929286190794,35314
36071010500,"Census Tract 105, Orange County, New York",8505,442,895,456,,,10.5232216343327,
36071010901,"Census Tract 109.01, Orange County, New York",3123,299,276,146,31014,4152,8.83765609990394,31014
36071011400,"Census Tract 114, Orange County, New York",3901,319,312,208,,,7.99794924378365,
36071011602,"Census Tract 116.02, Orange County, New York",3621,347,543,257,,,14.9958574979288,
36083052501,"Census Tract 525.01, Rensselaer County, New York",6524,316,218,153,40702,4579,3.3415082771306,40702
36083052603,"Census Tract 526.03, Rensselaer County, New York",2891,20,346,194,32266,4164,11.968177101349,32266
36085000700,"Census Tract 7, Richmond County, New York",5997,738,2122,772,22227,9131,35.3843588460897,22227
36085002002,"Census Tract 20.02, Richmond County, New York",3470,312,449,180,44657,4492,12.9394812680115,44657
36085004700,"Census Tract 47, Richmond County, New York",3205,436,80,72,20357,7686,2.49609984399376,20357
36085005900,"Census Tract 59, Richmond County, New York",2900,254,295,192,54125,10710,10.1724137931034,54125
36085009601,"Census Tract 96.01, Richmond County, New York",3744,352,552,259,,,14.7435897435897,
36085011202,"Census Tract 112.02, Richmond County, New York",5839,747,718,362,,,12.2966261346121,
36085011402,"Census Tract 114.02, Richmond County, New York",3722,382,227,96,,,6.09887157442235,
36085013800,"Census Tract 138, Richmond County, New York",6098,467,109,78,,,1.78747130206625,
36085014700,"Census Tract 147, Richmond County, New York",3432,250,228,171,56812,10447,6.64335664335664,56812
36085017007,"Census Tract 170.07, Richmond County, New York",5351,342,408,181,40410,6268,7.62474303868436,40410
36105951000,"Census Tract 9510, Sullivan County, New York",1792,309,385,222,27237,10265,21.484375,27237
36105951200,"Census Tract 9512, Sullivan County, New York",7749,331,660,201,30595,2875,8.51722802942315,30595
36105951300,"Census Tract 9513, Sullivan County, New York",4046,331,587,197,,,14.5081562036579,
36105951500,"Census Tract 9515, Sullivan County, New York",2582,343,607,228,,,23.5089078233927,
36071011702,"Census Tract 117.02, Orange County, New York",4515,44,278,183,39932,4108,6.15725359911406,39932
36071011802,"Census Tract 118.02, Orange County, New York",2614,212,117,95,40075,5565,4.47589900535578,40075
36071011900,"Census Tract 119, Orange County, New York",6527,276,277,151,31993,3167,4.24390991267045,31993
36085017600,"Census Tract 176, Richmond County, New York",4980,355,182,123,,,3.65461847389558,
36085018901,"Census Tract 189.01, Richmond County, New York",5199,537,659,290,,,12.6755145220235,
36085020700,"Census Tract 207, Richmond County, New York",6178,668,2053,557,22208,4103,33.2308190352865,22208
36085023100,"Census Tract 231, Richmond County, New York",4267,594,826,319,,,19.3578626669791,
36085024402,"Census Tract 244.02, Richmond County, New York",4241,414,275,149,42273,3895,6.48431973591134,42273
36085027900,"Census Tract 279, Richmond County, New York",1972,195,124,165,,,6.28803245436106,
36085029103,"Census Tract 291.03, Richmond County, New York",7644,730,418,207,,,5.4683411826269,
36085030302,"Census Tract 303.02, Richmond County, New York",6279,488,1191,597,,,18.9679885332059,
36087010601,"Census Tract 106.01, Rockland County, New York",3815,294,429,216,,,11.2450851900393,
36087010701,"Census Tract 107.01, Rockland County, New York",4421,417,430,255,,,9.72630626555078,
36087010702,"Census Tract 107.02, Rockland County, New York",3910,329,1052,299,,,26.9053708439898,
36087010703,"Census Tract 107.03, Rockland County, New York",3763,338,564,245,,,14.9880414562849,
36087010804,"Census Tract 108.04, Rockland County, New York",4343,285,261,175,49669,7127,6.00967073451531,49669
36105951800,"Census Tract 9518, Sullivan County, New York",6190,297,1851,555,16060,1848,29.9030694668821,16060
36105951900,"Census Tract 9519, Sullivan County, New York",2164,248,423,143,20565,8041,19.547134935305,20565
36105952000,"Census Tract 9520, Sullivan County, New York",2027,248,190,137,,,9.3734583127775,
36105952400,"Census Tract 9524, Sullivan County, New York",2414,247,390,110,,,16.155758077879,
36071012100,"Census Tract 121, Orange County, New York",3605,275,203,91,,,5.63106796116505,
36071012200,"Census Tract 122, Orange County, New York",3568,241,173,150,,,4.84865470852018,
36071012700,"Census Tract 127, Orange County, New York",4067,324,338,150,30994,4079,8.31079419719695,30994
36071012800,"Census Tract 128, Orange County, New York",4686,405,124,103,35659,4439,2.64618011096884,35659
36071013000,"Census Tract 130, Orange County, New York",4747,322,381,252,40815,4985,8.02612176111228,40815
36071013202,"Census Tract 132.02, Orange County, New York",1977,281,269,143,,,13.6064744562468,
36071013400,"Census Tract 134, Orange County, New York",3117,142,182,111,,,5.83894770612769,
36071013500,"Census Tract 135, Orange County, New York",6376,264,410,276,43442,5385,6.43036386449185,43442
36087010901,"Census Tract 109.01, Rockland County, New York",5138,377,117,70,50879,3675,2.27715064227326,50879
36087011101,"Census Tract 111.01, Rockland County, New York",6671,428,594,392,40857,9740,8.90421226202968,40857
36087011302,"Census Tract 113.02, Rockland County, New York",5622,305,284,115,,,5.05158306652437,
36087011303,"Census Tract 113.03, Rockland County, New York",6094,367,165,133,48198,7174,2.70758122743682,48198
36087011401,"Census Tract 114.01, Rockland County, New York",4026,192,93,71,,,2.30998509687034,
36087011403,"Census Tract 114.03, Rockland County, New York",5513,342,123,83,45657,7566,2.23109015055324,45657
36087011601,"Census Tract 116.01, Rockland County, New York",3507,337,94,53,45685,10175,2.68035357855717,45685
36087012000,"Census Tract 120, Rockland County, New York",3861,253,199,148,43052,6113,5.15410515410515,43052
36087012103,"Census Tract 121.03, Rockland County, New York",5652,567,2486,683,,,43.9844302901628,
36107020100,"Census Tract 201, Tioga County, New York",6206,235,646,194,,,10.4092813406381,
36107020300,"Census Tract 203, Tioga County, New York",6946,292,382,231,37316,3118,5.49956809674633,37316
36107020401,"Census Tract 204.01, Tioga County, New York",5139,312,302,150,30938,4269,5.87662969449309,30938
36109000400,"Census Tract 4, Tompkins County, New York",4240,352,152,77,2533,943,3.58490566037736,2533
36109000600,"Census Tract 6, Tompkins County, New York",5113,300,443,195,,,8.66418932133777,
36055011707,"Census Tract 117.07, Monroe County, New York",7203,328,347,232,41473,2204,4.81743717895321,41473
36047015500,"Census Tract 155, Kings County, New York",3674,346,172,87,,,4.68154599891127,
36047038100,"Census Tract 381, Kings County, New York",5550,469,1701,460,,,30.6486486486486,
36061000100,"Census Tract 1, New York County, New York",0,11,0,11,,,,
36063022804,"Census Tract 228.04, Niagara County, New York",3283,238,233,101,32030,5250,7.097167225099,32030
36001001902,"Census Tract 19.02, Albany County, New York",2720,282,213,257,40384,4987,7.83088235294118,40384
36005023703,"Census Tract 237.03, Bronx County, New York",5014,692,2179,558,,,43.458316713203,
36007013100,"Census Tract 131, Broome County, New York",2656,286,403,165,,,15.1731927710843,
36029015003,"Census Tract 150.03, Erie County, New York",3403,27,359,129,30172,4024,10.5495151337056,30172
36047048800,"Census Tract 488, Kings County, New York",3961,435,994,396,28162,7659,25.094673062358,28162
36103146608,"Census Tract 1466.08, Suffolk County, New York",2660,268,106,102,,,3.98496240601504,
36119010100,"Census Tract 101, Westchester County, New York",4663,229,149,136,88438,16897,3.19536778897705,88438
36005032800,"Census Tract 328, Bronx County, New York",4260,447,1351,405,,,31.7136150234742,
36013036000,"Census Tract 360, Chautauqua County, New York",4583,217,747,299,22999,2187,16.2993672267074,22999
36013036300,"Census Tract 363, Chautauqua County, New York",4862,24,737,207,,,15.158371040724,
36007001100,"Census Tract 11, Broome County, New York",1746,257,1139,266,,,65.2348224513173,
36007001300,"Census Tract 13, Broome County, New York",3140,419,1460,356,11383,1807,46.4968152866242,11383
36007001800,"Census Tract 18, Broome County, New York",4093,429,1479,385,15692,3457,36.1348644026387,15692
36007010200,"Census Tract 102, Broome County, New York",5307,20,711,302,,,13.3973996608253,
36007011902,"Census Tract 119.02, Broome County, New York",2700,17,287,102,27107,2490,10.6296296296296,27107
36007011903,"Census Tract 119.03, Broome County, New York",2709,19,345,101,24784,4003,12.7353266888151,24784
36007012101,"Census Tract 121.01, Broome County, New York",3722,240,528,310,,,14.1859215475551,
36007012300,"Census Tract 123, Broome County, New York",5168,14,1029,439,25387,4011,19.9109907120743,25387
36007012500,"Census Tract 125, Broome County, New York",6196,35,455,183,27465,2453,7.34344738540994,27465
36007012600,"Census Tract 126, Broome County, New York",5776,25,750,357,24046,2739,12.9847645429363,24046
36007012702,"Census Tract 127.02, Broome County, New York",4880,28,286,110,30775,3092,5.86065573770492,30775
36007013201,"Census Tract 132.01, Broome County, New York",2118,168,250,181,28219,6607,11.8035882908404,28219
36007013301,"Census Tract 133.01, Broome County, New York",5097,420,547,324,32143,5486,10.7318030213851,32143
36007013303,"Census Tract 133.03, Broome County, New York",2653,229,137,95,,,5.16396532227667,
36007013400,"Census Tract 134, Broome County, New York",4285,371,794,424,21947,1298,18.5297549591599,21947
36007013700,"Census Tract 137, Broome County, New York",3257,330,487,170,20449,3125,14.9524101934295,20449
36007014200,"Census Tract 142, Broome County, New York",2736,212,135,90,28318,4493,4.93421052631579,28318
36007014500,"Census Tract 145, Broome County, New York",3656,270,191,112,34089,2761,5.22428884026258,34089
36009960100,"Census Tract 9601, Cattaraugus County, New York",3444,233,547,170,20842,1960,15.8826945412311,20842
36009960200,"Census Tract 9602, Cattaraugus County, New York",4205,289,504,149,21823,1482,11.9857312722949,21823
36009960400,"Census Tract 9604, Cattaraugus County, New York",4264,322,733,292,26653,2416,17.1904315196998,26653
36009960600,"Census Tract 9606, Cattaraugus County, New York",3548,223,617,144,,,17.3900789177001,
36009961000,"Census Tract 9610, Cattaraugus County, New York",4280,276,503,253,24121,2676,11.7523364485981,24121
36009961200,"Census Tract 9612, Cattaraugus County, New York",3712,164,415,180,,,11.1799568965517,
36009961300,"Census Tract 9613, Cattaraugus County, New York",5340,254,640,209,,,11.9850187265918,
36009961700,"Census Tract 9617, Cattaraugus County, New York",3356,367,1421,424,,,42.342073897497,
36011040100,"Census Tract 401, Cayuga County, New York",4742,212,682,314,26720,4086,14.3821172501054,26720
36011040300,"Census Tract 403, Cayuga County, New York",4007,204,497,125,25031,1979,12.4032942350886,25031
36011040600,"Census Tract 406, Cayuga County, New York",3592,18,90,65,34267,5874,2.50556792873051,34267
36011040800,"Census Tract 408, Cayuga County, New York",4717,131,328,119,,,6.95357218571126,
36011041100,"Census Tract 411, Cayuga County, New York",4354,233,200,107,34286,4484,4.59347726228755,34286
36011041300,"Census Tract 413, Cayuga County, New York",3909,359,906,233,20137,2162,23.1772831926324,20137
36011041800,"Census Tract 418, Cayuga County, New York",5372,658,707,316,21218,5305,13.1608339538347,21218
36013030400,"Census Tract 304, Chautauqua County, New York",4499,288,638,215,,,14.1809290953545,
36013030500,"Census Tract 305, Chautauqua County, New York",3427,280,1910,300,11605,708,55.7338780274293,11605
36013030700,"Census Tract 307, Chautauqua County, New York",4301,327,1128,323,,,26.2264589630319,
36013035500,"Census Tract 355, Chautauqua County, New York",3064,317,625,275,,,20.3981723237598,
36001014611,"Census Tract 146.11, Albany County, New York",2017,129,61,54,51723,6118,3.02429350520575,51723
36001014615,"Census Tract 146.15, Albany County, New York",2897,280,264,131,38015,6773,9.11287538833276,38015
36001014802,"Census Tract 148.02, Albany County, New York",1797,136,273,113,,,15.1919866444073,
36003950100,"Census Tract 9501, Allegany County, New York",2560,342,307,76,25204,2260,11.9921875,25204
36003950400,"Census Tract 9504, Allegany County, New York",3765,260,447,129,,,11.8725099601594,
36003950700,"Census Tract 9507, Allegany County, New York",3711,254,749,242,,,20.1832390191323,
36001001700,"Census Tract 17, Albany County, New York",4870,399,672,279,,,13.7987679671458,
36001001801,"Census Tract 18.01, Albany County, New York",6875,445,465,192,,,6.76363636363636,
36001002100,"Census Tract 21, Albany County, New York",2954,407,680,250,,,23.019634394042,
36001002300,"Census Tract 23, Albany County, New York",1988,339,803,241,19490,4672,40.3923541247485,19490
36001002600,"Census Tract 26, Albany County, New York",5628,727,1821,650,,,32.3560767590618,
36001012900,"Census Tract 129, Albany County, New York",3296,347,758,227,,,22.997572815534,
36001013200,"Census Tract 132, Albany County, New York",3343,376,786,264,23219,1972,23.5118157343703,23219
36001013505,"Census Tract 135.05, Albany County, New York",2625,206,285,163,,,10.8571428571429,
36001013506,"Census Tract 135.06, Albany County, New York",6651,530,749,326,33572,3555,11.2614644414374,33572
36001013602,"Census Tract 136.02, Albany County, New York",4269,108,291,170,36729,5013,6.81658468025299,36729
36001013801,"Census Tract 138.01, Albany County, New York",7601,488,409,252,38237,2666,5.38087093803447,38237
36001013902,"Census Tract 139.02, Albany County, New York",5373,174,184,147,,,3.42453005769589,
36001014100,"Census Tract 141, Albany County, New York",5089,319,95,54,,,1.86677146787188,
36001014301,"Census Tract 143.01, Albany County, New York",2855,261,485,225,32325,7825,16.9877408056042,32325
36001014402,"Census Tract 144.02, Albany County, New York",3289,40,388,191,30869,8311,11.7968987534205,30869
36001014502,"Census Tract 145.02, Albany County, New York",3500,150,235,128,38924,4811,6.71428571428571,38924
36001014607,"Census Tract 146.07, Albany County, New York",7851,389,178,118,47584,5016,2.26722710482741,47584
36013036402,"Census Tract 364.02, Chautauqua County, New York",3527,320,908,356,26264,2765,25.7442585766941,26264
36013036500,"Census Tract 365, Chautauqua County, New York",4812,39,685,292,23255,2184,14.2352452202826,23255
36013036700,"Census Tract 367, Chautauqua County, New York",4195,218,951,186,,,22.6698450536353,
36013036902,"Census Tract 369.02, Chautauqua County, New York",3813,152,262,164,,,6.87123000262261,
36013037300,"Census Tract 373, Chautauqua County, New York",5162,198,801,333,,,15.5172413793103,
36015010800,"Census Tract 108, Chemung County, New York",3423,237,625,175,20420,2755,18.2588372772422,20420
36015011000,"Census Tract 110, Chemung County, New York",3842,146,383,106,,,9.96876626756898,
36015011100,"Census Tract 111, Chemung County, New York",7001,265,1116,350,,,15.9405799171547,
36017970400,"Census Tract 9704, Chenango County, New York",3099,275,1094,354,17895,3848,35.3017102291062,17895
36017970601,"Census Tract 9706.01, Chenango County, New York",4333,357,728,264,,,16.8012924071082,
36017970700,"Census Tract 9707, Chenango County, New York",2356,204,316,86,23514,2778,13.4125636672326,23514
36017970801,"Census Tract 9708.01, Chenango County, New York",3588,291,381,136,,,10.61872909699,
36019100100,"Census Tract 1001, Clinton County, New York",5706,21,795,257,,,13.9327024185068,
36019100200,"Census Tract 1002, Clinton County, New York",4250,33,526,299,,,12.3764705882353,
36019100800,"Census Tract 1008, Clinton County, New York",4551,191,424,145,26312,2139,9.31663370687761,26312
36019101000,"Census Tract 1010, Clinton County, New York",4182,331,461,205,35675,6719,11.0234337637494,35675
36019101400,"Census Tract 1014, Clinton County, New York",1892,195,238,134,30442,3703,12.5792811839324,30442
36019101700,"Census Tract 1017, Clinton County, New York",5168,17,627,259,32469,2512,12.1323529411765,32469
36019101900,"Census Tract 1019, Clinton County, New York",7013,17,868,387,,,12.3770141166405,
36019102000,"Census Tract 1020, Clinton County, New York",3136,20,486,173,26588,4833,15.4974489795918,26588
36021000300,"Census Tract 3, Columbia County, New York",4056,20,327,180,,,8.06213017751479,
36021000402,"Census Tract 4.02, Columbia County, New York",6167,241,322,124,,,5.22133938706016,
36021000600,"Census Tract 6, Columbia County, New York",2755,24,267,93,,,9.69147005444646,
36021000900,"Census Tract 9, Columbia County, New York",1783,223,129,54,28304,3747,7.23499719573752,28304
36021001200,"Census Tract 12, Columbia County, New York",3541,271,1068,298,20710,2042,30.1609714769839,20710
36021001400,"Census Tract 14, Columbia County, New York",3591,18,340,122,29030,5270,9.46811473127262,29030
36021001700,"Census Tract 17, Columbia County, New York",1488,179,228,100,32210,4984,15.3225806451613,32210
36021001900,"Census Tract 19, Columbia County, New York",1978,162,274,107,,,13.8523761375126,
36023970200,"Census Tract 9702, Cortland County, New York",5846,296,641,242,35027,4552,10.964762230585,35027
36023970400,"Census Tract 9704, Cortland County, New York",2799,264,241,170,26683,2092,8.61021793497678,26683
36023970700,"Census Tract 9707, Cortland County, New York",5355,420,1561,396,22033,3328,29.1503267973856,22033
36023971200,"Census Tract 9712, Cortland County, New York",4262,231,380,116,,,8.91600187705303,
36025970200,"Census Tract 9702, Delaware County, New York",2843,250,282,86,27022,2485,9.91909954273654,27022
36025970400,"Census Tract 9704, Delaware County, New York",5647,17,769,457,23653,2603,13.6178501859394,23653
36025970500,"Census Tract 9705, Delaware County, New York",4330,265,538,109,24107,2855,12.4249422632794,24107
36025971300,"Census Tract 9713, Delaware County, New York",2089,222,469,179,,,22.4509334609861,
36027010000,"Census Tract 100, Dutchess County, New York",4351,33,267,140,,,6.13652034015169,
36027020005,"Census Tract 200.05, Dutchess County, New York",5359,267,162,180,39624,3478,3.02295204329166,39624
36027040001,"Census Tract 400.01, Dutchess County, New York",4559,291,344,175,28064,5030,7.54551436718579,28064
36027050102,"Census Tract 501.02, Dutchess County, New York",3823,255,63,48,35667,6345,1.64792048129741,35667
36027060100,"Census Tract 601, Dutchess County, New York",4511,327,574,329,44561,6758,12.724451341166,44561
36005031800,"Census Tract 318, Bronx County, New York",2252,328,262,167,29676,3505,11.6341030195382,29676
36005032400,"Census Tract 324, Bronx County, New York",2954,406,957,427,16410,5408,32.396750169262,16410
36005033500,"Census Tract 335, Bronx County, New York",2207,182,110,59,,,4.98414136837336,
36005033600,"Census Tract 336, Bronx County, New York",6613,669,2087,465,,,31.5590503553607,
36005034200,"Census Tract 342, Bronx County, New York",2128,288,370,168,,,17.3872180451128,
36005034300,"Census Tract 343, Bronx County, New York",1755,229,182,101,,,10.3703703703704,
36005035100,"Census Tract 351, Bronx County, New York",3296,403,395,188,17381,8422,11.9842233009709,17381
36005035800,"Census Tract 358, Bronx County, New York",7558,694,457,270,31323,3707,6.04657316750463,31323
36005036100,"Census Tract 361, Bronx County, New York",6099,661,2714,761,,,44.4990982128218,
36005036502,"Census Tract 365.02, Bronx County, New York",2002,257,904,244,,,45.1548451548452,
36005036901,"Census Tract 369.01, Bronx County, New York",2276,323,1210,296,11398,1125,53.1634446397188,11398
36005037100,"Census Tract 371, Bronx County, New York",3908,500,1407,303,14553,2506,36.0030706243603,14553
36005037600,"Census Tract 376, Bronx County, New York",2440,340,269,110,26019,2955,11.0245901639344,26019
36005037900,"Census Tract 379, Bronx County, New York",5287,489,2233,468,13379,2349,42.2356724040098,13379
36005038100,"Census Tract 381, Bronx County, New York",6534,745,2217,749,,,33.9302112029385,
36005038302,"Census Tract 383.02, Bronx County, New York",5941,497,2904,559,14054,3055,48.8806598215789,14054
36005040502,"Census Tract 405.02, Bronx County, New York",5937,646,2204,603,16645,5363,37.1231261579923,16645
36005040702,"Census Tract 407.02, Bronx County, New York",7800,919,2387,617,,,30.6025641025641,
36005040900,"Census Tract 409, Bronx County, New York",3048,338,520,242,33814,4553,17.0603674540682,33814
